0,1,2,3,Normal
1,50,41,21522,0,8209,Normal
1,51,20,42291,0,6065,Normal
0,18,10,4576,0,2497,Normal
0,32,11,23632,0,4839,Normal
1,18,47,8292,0,5645,Normal
0,13,6,979,0,1784,Normal
0,14,12,2338,0,2961,Normal
0,27,13,5071,0,3498,Normal
0,27,23,7898,0,5586,Normal
0,131,17,8008,0,17172,Normal
0,257,47,17147,0,34641,Normal
1,23,20,8866,0,4118,Normal
1,36,10,5041,0,5268,Normal
0,33,7,30551,0,3325,Normal
0,16,18,10647,0,3392,Normal
0,30,40,11389,0,5393,Normal
0,37,103,19785,0,10939,Normal
0,22,17,5799,0,4157,Normal
1,16,39,6827,0,4613,Normal
0,16,17,7094,0,3051,Normal
1,36,23,7802,0,6273,Normal
0,26,13,2565,0,3836,Normal
1,16,26,5090,0,4675,Normal
1,12,22,2903,0,3688,Normal
1,58,27,23679,0,8643,Normal
0,19,40,5324,0,4916,Normal
0,8,13,4703,0,2371,Normal
0,12,6,2941,0,2090,Normal
1,8,19,2908,0,3070,Normal
0,4,25,5510,0,3283,Normal
2,63,17,15066,0,9375,Normal
0,25,58,14304,0,7867,Normal
1,25,28,8624,0,5873,Normal
1,25,7,4630,0,3966,Normal
0,158,14,25304,0,18417,Normal
1,17,17,8302,0,3254,Normal
1,31,6,5789,0,4356,Normal
1,10,17,4600,0,2888,Normal
1,25,33,22839,0,4920,Normal
0,22,10,4592,0,3096,Normal
0,42,1,35689,0,3044,Normal
0,61,23,29180,0,8215,Normal
1,25,22,4386,0,4854,Normal
1,51,8,5800,0,7541,Botnet
0,22,18,7497,0,4156,Normal
1,26,10,4409,0,3578,Botnet
0,20,33,18681,0,4336,Botnet
1,16,19,3786,0,3774,Normal
0,17,12,2156,0,2934,Normal
2,41,19,10339,0,7328,Normal
2,136,9,7699,0,17515,Normal
0,31,27,6465,0,5475,Normal
1,38,26,7253,0,5959,Normal
2,22,32,12675,0,5520,Normal
0,85,18,40615,0,8838,Normal
0,38,30,12614,0,5424,Normal
2,30,6,11461,0,3565,Normal
0,25,15,12552,0,4193,Normal
0,128,18,65309,0,14470,Normal
0,67,17,7357,0,9723,Normal
1,15,17,2623,0,2963,Normal
0,21,40,6851,0,5571,Normal
1,15,12,5845,0,3091,Normal
0,76,12,11654,0,10023,Normal
0,77,11,22922,0,9183,Normal
0,73,13,8956,0,10180,Normal
0,33,13,5358,0,4929,Normal
0,49,26,22521,0,8207,Normal
3,27,34,12173,0,7329,Normal
0,34,45,8042,0,7020,Normal
1,11,16,8563,0,2944,Normal
0,9,16,2819,0,2600,Normal
0,15,7,4006,0,2429,Normal
4,21,15,20896,0,4578,Normal
0,35,28,6611,0,6185,Normal
3,31,9,4530,0,4858,Normal
1,18,16,6425,0,3116,Normal
0,21,7,2925,0,3219,Normal
0,40,37,7163,0,7031,Normal
0,14,25,6170,0,5123,Normal
0,29,18,7863,0,5625,Normal
2,20,37,7557,0,5076,Normal
0,23,13,6372,0,3973,Normal
2,11,7,4404,0,2081,Normal
0,25,14,6196,0,3643,Normal
1,18,36,10137,0,6203,Normal
0,21,56,12299,0,8203,Normal
2,30,41,30191,0,7324,Normal
1,36,116,40441,0,12588,Normal
0,9,39,7116,0,5425,Normal
1,54,26,73568,0,6468,Normal
0,22,16,3125,0,3930,Normal
0,18,15,7879,0,3459,Normal
0,31,13,4373,0,5069,Normal
0,20,54,9829,0,6595,Normal
2,52,31,12899,0,9733,Normal
2,20,19,8812,0,4377,Normal
0,33,24,4612,0,5970,Normal
2,51,11,6293,0,6816,Normal
1,8,19,9134,0,3043,Normal
1,89,11,32360,0,8693,Normal
0,73,20,10889,0,10313,Normal
0,51,20,6550,0,8504,Normal
0,15,12,2885,0,2450,Normal
1,47,41,12241,0,8174,Normal
0,24,5,4025,0,3470,Normal
3,26,41,5916,0,6071,Normal
0,157,15,25832,0,20944,Normal
0,25,15,3790,0,3780,Normal
1,95,24,14880,0,13491,Normal
1,165,23,12134,0,22180,Normal
0,33,68,8846,0,9883,Normal
0,58,27,6884,0,8755,Normal
1,19,26,6822,0,3701,Normal
2,24,29,4520,0,6094,Normal
1,67,15,23912,0,9115,Normal
0,75,16,6895,0,10724,Normal
1,10,31,8850,0,4968,Normal
0,8,15,3655,0,2492,Normal
1,23,41,9521,0,5736,Normal
0,14,9,3090,0,2188,Normal
0,27,14,4752,0,4311,Normal
0,36,21,22543,0,4789,Normal
0,40,22,9643,0,7086,Normal
0,32,21,4664,0,5786,Normal
1,52,20,11660,0,7340,Normal
1,17,11,3754,0,2247,Normal
0,109,13,14267,0,14552,Normal
0,34,38,6957,0,6659,Normal
0,63,21,16011,0,9475,Normal
1,200,54,46555,0,28739,Normal
1,238,18,42504,0,29323,Normal
1,150,25,18474,0,20521,Normal
1,32,27,8297,0,6980,Normal
0,25,23,7286,0,5331,Normal
0,30,21,17328,0,4856,Normal
0,8,22,3542,0,3198,Normal
1,41,50,9445,0,9050,Normal
1,114,31,14852,0,16962,Normal
0,47,31,22796,0,7957,Normal
0,49,51,11320,0,11574,Normal
1,58,14,10800,0,7430,Normal
1,45,14,17841,0,6432,Normal
1,17,43,10313,0,5821,Normal
0,57,42,27405,0,10069,Normal
0,144,17,11891,0,19766,Normal
1,6,6,1062,0,1119,Normal
1,65,6,4018,0,8393,Normal
0,127,32,91586,0,17043,Normal
1,37,30,7711,0,6693,Normal
1,118,17,26956,0,14336,Normal
2,86,58,16451,0,16259,Normal
0,29,12,7841,0,3689,Normal
1,29,16,14759,0,4944,Normal
0,57,20,73919,0,5481,Normal
2,18,31,11018,0,5207,Normal
0,42,20,10732,0,6662,Normal
1,66,15,58535,0,13916,Normal
1,36,15,10490,0,5449,Normal
1,54,15,12546,0,8155,Normal
1,110,26,18465,0,16008,Normal
3,25,27,12279,0,5373,Normal
0,78,21,8356,0,10188,Normal
0,63,25,9300,0,10129,Normal
1,37,36,8511,0,6823,Normal
0,27,27,23687,0,5065,Normal
0,68,15,23261,0,9469,Normal
0,19,28,10798,0,5180,Normal
0,74,19,10983,0,11113,Normal
0,9,32,3568,0,4697,Normal
0,34,47,6653,0,6503,Normal
2,285,38,21912,0,39145,Normal
1,64,22,16008,0,10000,Normal
0,43,27,7143,0,7181,Normal
0,10,12,4878,0,2303,Normal
1,42,24,27403,0,6698,Normal
1,16,27,7129,0,4822,Normal
1,19,17,4275,0,3672,Normal
0,17,15,3715,0,2807,Normal
3,18,33,7671,0,5386,Normal
0,47,10,21504,0,6288,Normal
2,6,14,5160,0,2243,Normal
0,27,9,3620,0,3538,Normal
2,26,29,4824,0,5596,Normal
3,46,49,17360,0,8897,Normal
1,43,12,41414,0,9983,Normal
1,80,44,94830,0,8951,Normal
0,45,37,11632,0,8121,Normal
0,14,22,4791,0,3710,Normal
1,14,21,8277,0,3209,Normal
1,31,8,5357,0,4459,Normal
0,26,48,8960,0,6272,Normal
0,57,39,20543,0,11261,Normal
0,34,12,5546,0,4840,Normal
1,57,23,10746,0,9098,Normal
1,10,20,3576,0,2964,Normal
5,79,33,7848,0,12313,Normal
0,54,11,7942,0,7203,Normal
0,126,13,9317,0,16981,Normal
1,73,26,42853,0,9825,Normal
0,38,57,10995,0,9758,Normal
0,28,24,12611,0,4603,Normal
1,52,14,4804,0,6859,Normal
1,74,62,16036,0,12852,Normal
0,142,19,9368,0,16618,Normal
1,58,11,7666,0,7547,Normal
3,53,37,12127,0,8476,Normal
2,18,24,8429,0,4831,Normal
0,51,42,35427,0,12617,Normal
2,35,41,9191,0,7850,Normal
3,123,22,37151,0,13823,Normal
1,80,19,25965,0,11564,Normal
0,76,16,14037,0,10529,Normal
0,8,12,1710,0,1798,Normal
0,24,16,3637,0,3996,Normal
0,168,46,59364,0,20009,Normal
1,21,24,6014,0,4604,Normal
0,15,11,9134,0,2713,Normal
0,85,22,72389,0,8428,Normal
0,63,79,20541,0,13041,Normal
0,64,20,19724,0,7884,Normal
0,29,27,4732,0,5495,Normal
1,89,28,49205,0,10773,Normal
0,85,50,11812,0,14326,Normal
1,30,8,13301,0,3918,Normal
1,121,7,12595,0,15369,Normal
0,38,23,13882,0,6007,Normal
0,18,16,4973,0,3428,Normal
0,38,57,12824,0,9478,Normal
1,21,16,6047,0,3968,Normal
0,17,19,7564,0,3608,Normal
0,33,16,3880,0,5764,Normal
0,24,14,17511,0,3717,Normal
0,27,18,6112,0,5096,Normal
0,43,19,4199,0,6323,Normal
2,37,30,5852,0,7002,Normal
1,36,36,7185,0,6385,Normal
0,7,11,3781,0,2062,Normal
1,11,14,1864,0,2999,Botnet
0,18,53,7369,0,5796,Normal
0,58,11,7894,0,8250,Normal
2,27,44,6856,0,6907,Normal
0,16,16,3810,0,2884,Normal
0,23,2,1693,0,1815,Normal
1,23,11,9861,0,4172,Normal
0,38,13,7023,0,4973,Normal
0,12,5,2405,0,1831,Normal
1,18,37,10505,0,5899,Normal
0,75,46,17025,0,11891,Normal
1,37,52,7972,0,7276,Normal
0,60,16,68163,0,5906,Normal
0,52,13,23688,0,6460,Normal
0,30,24,6041,0,5550,Normal
1,15,10,4070,0,2568,Normal
1,104,31,18746,0,12989,Normal
1,54,62,10835,0,10456,Normal
0,63,40,22264,0,8351,Normal
3,27,14,7793,0,4851,Normal
1,49,7,12982,0,5240,Normal
0,22,6,5349,0,3184,Normal
1,22,13,7986,0,3199,Normal
0,103,4,6721,0,11878,Normal
0,20,40,5649,0,4993,Normal
0,35,15,3436,0,4910,Normal
1,25,12,5614,0,3768,Normal
0,35,13,10366,0,3123,Normal
0,7,5,1283,0,937,Normal
3,26,16,9588,0,4991,Normal
0,21,51,11889,0,6324,Normal
0,12,16,4865,0,2889,Normal
1,25,21,7010,0,5010,Normal
0,15,20,3484,0,2752,Normal
0,84,22,38257,0,9839,Normal
1,82,20,11848,0,11008,Normal
0,127,36,23168,0,16683,Normal
0,8,16,2144,0,2736,Normal
1,60,6,11350,0,8082,Normal
0,28,11,2869,0,4213,Normal
0,68,13,4397,0,9098,Normal
1,21,12,2554,0,3549,Normal
0,45,40,20918,0,8029,Normal
0,68,27,8985,0,10746,Normal
1,140,12,157819,0,11179,Normal
0,16,78,15668,0,7064,Normal
1,47,17,8342,0,7101,Normal
0,61,19,10133,0,8554,Normal
1,94,34,44585,0,12780,Normal
0,107,9,10353,0,14103,Normal
1,54,30,22251,0,7506,Normal
0,46,58,16426,0,9929,Normal
0,16,10,7303,0,2740,Normal
1,20,57,9099,0,6678,Normal
2,49,17,6401,0,7747,Normal
0,71,29,20143,0,9936,Normal
1,13,5,2164,0,1804,Normal
0,10,14,1918,0,2470,Normal
0,16,18,5730,0,3242,Normal
0,71,33,8125,0,11095,Normal
2,23,17,21109,0,3567,Normal
2,31,41,11004,0,6652,Normal
0,16,33,4200,0,4116,Normal
0,17,5,1568,0,2303,Normal
0,11,16,3491,0,3261,Normal
0,15,24,5304,0,3592,Normal
1,17,13,4267,0,3193,Normal
3,17,35,10313,0,4436,Normal
0,9,18,5678,0,2372,Normal
0,43,20,10659,0,7411,Normal
1,49,19,24620,0,8322,Normal
2,27,14,6890,0,4843,Normal
0,31,10,6647,0,4089,Normal
1,126,13,14674,0,16859,Normal
0,80,34,8150,0,12591,Normal
0,138,26,176475,0,15694,Normal
0,14,6,6179,0,1719,Normal
0,15,11,2694,0,2969,Normal
1,51,8,3533,0,7094,Normal
1,26,20,13356,0,4488,Normal
0,17,34,5721,0,4448,Normal
2,41,10,10891,0,5653,Normal
0,83,9,9909,0,10385,Normal
0,89,10,24956,0,11402,Normal
0,32,6,7762,0,4021,Normal
1,122,12,7208,0,16123,Normal
0,55,9,4612,0,6872,Normal
0,195,23,10649,0,25833,Normal
0,157,12,8723,0,19906,Normal
0,76,18,8479,0,10117,Normal
0,243,11,12750,0,30848,Normal
1,140,18,12142,0,17597,Normal
0,101,15,11210,0,12876,Normal
0,125,7,8874,0,15810,Normal
1,109,73,14255,0,18271,Normal
2,89,24,8077,0,12890,Normal
1,91,16,13085,0,12133,Normal
0,199,13,10702,0,25606,Normal
1,232,9,11561,0,29214,Normal
0,200,9,10128,0,24641,Normal
0,285,13,14698,0,35528,Normal
0,158,32,12426,0,20191,Normal
0,175,15,14977,0,21462,Normal
0,139,15,13909,0,17656,Normal
2,109,14,7938,0,14167,Normal
0,149,26,13452,0,18483,Normal
1,94,12,15243,0,10860,Normal
0,509,8,86329,0,60018,Normal
0,138,29,9644,0,17744,Normal
1,32,18,13412,0,5322,Normal
1,22,13,5885,0,4090,Normal
1,127,7,8196,0,16442,Normal
0,17,20,7389,0,4059,Normal
0,32,5,3936,0,4536,Normal
0,50,51,23283,0,9701,Normal
0,49,25,9388,0,7143,Normal
0,38,23,11933,0,6631,Normal
1,52,43,24974,0,9907,Normal
0,18,32,8135,0,4733,Normal
0,39,40,24070,0,7919,Normal
0,50,29,3875,0,9294,Normal
1,25,45,10908,0,6465,Normal
0,62,48,19381,0,10987,Normal
0,60,17,16070,0,7162,Normal
1,58,13,17539,0,6976,Normal
0,68,25,24508,0,7450,Normal
0,75,18,5846,0,11019,Normal
1,23,31,7656,0,5966,Normal
0,26,16,9749,0,3666,Normal
0,61,44,10261,0,10314,Normal
0,45,12,3425,0,6597,Normal
1,28,16,3936,0,4125,Normal
0,126,1,8144,0,14969,Normal
0,27,16,10719,0,4164,Normal
0,35,8,5566,0,4215,Normal
0,65,9,6971,0,8454,Normal
1,25,8,2515,0,3876,Normal
0,16,6,3959,0,2209,Normal
0,173,61,105670,0,22727,Normal
0,24,12,2618,0,4274,Normal
0,19,11,24534,0,2356,Normal
1,40,9,14995,0,5291,Normal
2,36,15,7840,0,4406,Normal
0,37,10,2947,0,5136,Normal
0,7,7,2417,0,1335,Normal
1,6,24,4011,0,3415,Normal
0,18,48,12477,0,4682,Normal
1,11,20,4815,0,3358,Normal
0,20,11,3904,0,3024,Normal
0,12,44,5815,0,4744,Normal
0,18,15,3391,0,3681,Normal
0,31,13,2574,0,4445,Normal
0,83,18,7840,0,11595,Normal
1,25,12,6971,0,4112,Normal
1,76,16,13985,0,10749,Normal
0,16,9,2450,0,3039,Normal
0,14,8,2898,0,2012,Normal
0,53,43,13863,0,9083,Normal
0,75,47,13540,0,13086,Normal
2,27,19,7537,0,4302,Normal
1,34,9,4786,0,4493,Normal
0,18,15,5936,0,3270,Normal
1,73,9,7186,0,9951,Normal
0,75,13,5248,0,10218,Normal
1,58,44,10896,0,10439,Normal
0,28,24,13380,0,4255,Normal
1,41,11,5312,0,5636,Normal
